human_protein,rank,yeast_protein,similarity_score
Q9NUB1,9,P11154,0.9056495
Q9NUB1,10,P32327,0.90454113
Q9NUB1,11,P03962,0.9010564
Q9NUB1,12,P25374,0.9004213
Q9NUB1,13,P28241,0.89969844
Q9NUB1,14,P38821,0.8975845
Q9NUB1,15,P32473,0.8961541
Q9NUB1,16,P42222,0.8954399
Q9NUB1,17,P16387,0.895345
Q9NUB1,18,P52489,0.8953218
Q9NUB1,19,P0CX10,0.8949954
Q9NUB1,20,P40047,0.8927937
Q9Y697,1,Q01939,0.90394
Q9Y697,2,P00830,0.8961399
Q9Y697,3,P07251,0.8927441
Q9Y697,4,P60010,0.8917382
Q9Y697,5,P32598,0.8909809
Q9Y697,6,P25374,0.8842699
Q9Y697,7,P32771,0.88380367
Q9Y697,8,P41940,0.883138
Q9Y697,9,P08417,0.88206255
Q9Y697,10,P09435,0.8816864
Q9Y697,11,P19073,0.8789599
Q9Y697,12,P25694,0.87894446
Q9Y697,13,P32473,0.87796193
Q9Y697,14,Q03532,0.8769723
Q9Y697,15,P22202,0.8762017
Q9Y697,16,P02994,0.87219745
Q9Y697,17,P10591,0.86831033
Q9Y697,18,P10592,0.8675049
Q9Y697,19,P52917,0.8664321
Q9Y697,20,P32835,0.86605376
Q16134,1,Q00055,0.9546964
Q16134,2,P32861,0.9536483
Q16134,3,P38972,0.95228195
Q16134,4,P11986,0.95157456
Q16134,5,Q08822,0.95152444
Q16134,6,P32469,0.95143414
Q16134,7,P38174,0.9511689
Q16134,8,P32327,0.94988286
Q16134,9,P25627,0.94959027
Q16134,10,P11154,0.9494684
Q16134,11,P09201,0.949397
Q16134,12,P09440,0.9478506
Q16134,13,P07703,0.94709533
Q16134,14,P38074,0.94639546
Q16134,15,P38791,0.9452488
Q16134,16,P49095,0.94498104
Q16134,17,Q01574,0.94460607
Q16134,18,P40487,0.94369113
Q16134,19,Q01662,0.9435557
Q16134,20,P22515,0.9431681
Q13838,1,Q03532,0.9294765
Q13838,2,P32835,0.91502976
Q13838,3,P32836,0.910504
Q13838,4,Q01939,0.9038808
Q13838,5,P25694,0.89437056
Q13838,6,P02994,0.89377165
Q13838,7,P10081,0.89007086
Q13838,8,P32598,0.88241017
Q13838,9,P29311,0.880477
Q13838,10,P33297,0.8757521
Q13838,11,P10592,0.8746344
Q13838,12,P10591,0.8744876
Q13838,13,Q07478,0.8741628
Q13838,14,P22202,0.8713486
Q13838,15,P09435,0.8709107
Q13838,16,P34730,0.8705488
Q13838,17,P19073,0.86974263
Q13838,18,P60010,0.8692634
Q13838,19,P00830,0.8691775
Q13838,20,Q03195,0.8690247
Q8NB90,1,P32794,0.9649708
Q8NB90,2,Q07844,0.9628693
Q8NB90,3,P36120,0.95093817
Q8NB90,4,P53893,0.9490242
Q8NB90,5,P40151,0.94672
Q8NB90,6,P38132,0.94658744
Q8NB90,7,Q06224,0.94558716
Q8NB90,8,P30771,0.94554675
Q8NB90,9,P20095,0.9451248
Q8NB90,10,Q04585,0.9448129
Q8NB90,11,P15938,0.94376004
Q8NB90,12,P19524,0.94310296
Q8NB90,13,P38323,0.9430347
Q8NB90,14,Q03834,0.94294065
Q8NB90,15,P04819,0.94273007
Q8NB90,16,P43535,0.9422211
Q8NB90,17,P25808,0.9413071
Q8NB90,18,P32863,0.9408381
Q8NB90,19,Q04439,0.94070786
Q8NB90,20,P36009,0.94008493
O95427,1,P39007,0.95969737
O95427,2,P36051,0.9501628
O95427,3,P38318,0.9334467
O95427,4,P07286,0.93139863
O95427,5,P47047,0.9154491
O95427,6,P47088,0.91326255
O95427,7,P32462,0.9129326
O95427,8,P32363,0.9122874
O95427,9,P23337,0.90874845
O95427,10,P53914,0.90841377
O95427,11,Q12001,0.90822
O95427,12,Q00578,0.90784436
O95427,13,P39109,0.90745765
O95427,14,P38221,0.9071632
O95427,15,P31382,0.9049194
O95427,16,P47190,0.9047344
O95427,17,P32353,0.90455854
O95427,18,Q12200,0.90338236
O95427,19,Q02939,0.9027321
O95427,20,Q04121,0.90257716
Q96PU5,1,P39940,0.92939514
Q96PU5,2,Q00578,0.9223314
Q96PU5,3,Q99216,0.9090174
Q96PU5,4,P47047,0.90387464
Q96PU5,5,P54861,0.9011152
Q96PU5,6,P13393,0.89562374
Q96PU5,7,P39730,0.8954657
Q96PU5,8,P40991,0.8940921
Q96PU5,9,P38861,0.8933775
Q96PU5,10,P53914,0.8912266
Q96PU5,11,Q03330,0.8909227
Q96PU5,12,P33299,0.8896032
Q96PU5,13,Q08649,0.88781124
Q96PU5,14,P43588,0.88772017
Q96PU5,15,P23594,0.88709927
Q96PU5,16,P30665,0.88703215
Q96PU5,17,P04050,0.88660586
Q96PU5,18,P53742,0.8864294
Q96PU5,19,P53894,0.8856594
Q96PU5,20,P24279,0.88485867
P13929,1,P00924,0.9289588
P13929,2,P02994,0.9271614
P13929,3,P00925,0.92577744
P13929,4,P00830,0.92122066
P13929,5,P00358,0.9181973
P13929,6,P00360,0.9175714
P13929,7,P22202,0.91650265
P13929,8,P10591,0.9151313
P13929,9,P10592,0.9144988
P13929,10,P00359,0.91438574
P13929,11,P09435,0.9122377
P13929,12,P38720,0.9086137
P13929,13,P08417,0.9060043
P13929,14,P00560,0.90372545
P13929,15,P47052,0.9029686
P13929,16,Q00711,0.9013936
P13929,17,P07170,0.8992119
P13929,18,P32835,0.8965146
P13929,19,P53319,0.8964156
P13929,20,P32836,0.8959214
P43686,1,Q01939,0.9664653
P43686,2,P33298,0.95853686
P43686,3,Q03532,0.9532736
P43686,4,P25694,0.95281476
P43686,5,P33297,0.95267916
P43686,6,P52917,0.9270545
P43686,7,P40327,0.9248216
P43686,8,Q03195,0.917469
P43686,9,P39517,0.91617787
P43686,10,P41940,0.9158178
P43686,11,P41819,0.9148737
P43686,12,P39077,0.91466343
P43686,13,P23594,0.9113091
P43686,14,P32598,0.9043946
P43686,15,P40413,0.9036617
P43686,16,P20447,0.90275264
P43686,17,P39076,0.90171075
P43686,18,Q07478,0.9015399
P43686,19,P42943,0.90140545
P43686,20,P10081,0.90061784
P18858,1,P25454,0.8801388
P18858,2,P39730,0.87457734
P18858,3,P53742,0.86973536
P18858,4,Q00578,0.8645183
P18858,5,P47047,0.8575428
P18858,6,Q99216,0.8556486
P18858,7,P38793,0.85525525
P18858,8,P40991,0.8544933
P18858,9,P13393,0.8480926
P18858,10,P53313,0.84384036
P18858,11,P33299,0.84309053
P18858,12,P20448,0.84271353
P18858,13,P32481,0.84138286
P18858,14,P33322,0.8406525
P18858,15,P41819,0.83916646
P18858,16,P39940,0.8384205
P18858,17,P04050,0.8375916
P18858,18,P40078,0.8363854
P18858,19,P40327,0.8342422
P18858,20,P25694,0.8308003
Q9NUQ8,1,P40024,0.9674934
Q9NUQ8,2,P25454,0.94700783
Q9NUQ8,3,P25453,0.9383399
Q9NUQ8,4,P32327,0.93812996
Q9NUQ8,5,P11154,0.9372774
Q9NUQ8,6,P43535,0.9360553
Q9NUQ8,7,P12612,0.93537766
Q9NUQ8,8,P53131,0.934314
Q9NUQ8,9,P39079,0.9335454
Q9NUQ8,10,Q02821,0.9329934
Q9NUQ8,11,P33298,0.9321572
Q9NUQ8,12,P53549,0.93148553
Q9NUQ8,13,P38629,0.9312334
Q9NUQ8,14,P53295,0.9312164
Q9NUQ8,15,P52489,0.9307127
Q9NUQ8,16,P38719,0.9306334
Q9NUQ8,17,P53088,0.92924225
Q9NUQ8,18,P47047,0.92895114
Q9NUQ8,19,Q00055,0.9288053
Q9NUQ8,20,P18759,0.9284627
O43776,1,P38707,0.96688205
O43776,2,P04801,0.9518739
O43776,3,P28789,0.9361021
O43776,4,P40413,0.9353165
O43776,5,P39077,0.93399155
O43776,6,P09436,0.933049
O43776,7,P49090,0.93137294
O43776,8,P25039,0.930611
O43776,9,P43616,0.92970383
O43776,10,P38795,0.92903423
O43776,11,P38088,0.92883396
O43776,12,P07284,0.92828417
O43776,13,P15180,0.92788464
O43776,14,P32345,0.9274384
O43776,15,P32324,0.92706704
O43776,16,P21954,0.92616624
O43776,17,P11154,0.9261421
O43776,18,P08524,0.92603767
O43776,19,Q05506,0.925598
O43776,20,P41939,0.92547035
Q14697,1,P27472,0.9158374
Q14697,2,P32861,0.91464394
Q14697,3,P23337,0.91241604
Q14697,4,P38793,0.90982294
Q14697,5,P80235,0.90865505
Q14697,6,P17255,0.90209055
Q14697,7,Q00578,0.9016553
Q14697,8,Q00055,0.90141267
Q14697,9,P17709,0.9013595
Q14697,10,Q08162,0.90110415
Q14697,11,P07258,0.8977522
Q14697,12,P04050,0.8976229
Q14697,13,P38628,0.89699733
Q14697,14,P32191,0.8943544
Q14697,15,P53131,0.89387447
Q14697,16,P25454,0.8938274
Q14697,17,P52892,0.8928349
Q14697,18,P32895,0.8927085
Q14697,19,P33401,0.8918689
Q14697,20,Q07729,0.8916477
Q92769,1,P32561,0.9641113
Q92769,2,Q03195,0.9466987
Q92769,3,P33322,0.9458249
Q92769,4,P32481,0.942173
Q92769,5,P13393,0.9369394
Q92769,6,P32598,0.9344888
Q92769,7,P21954,0.9329866
Q92769,8,P32836,0.93196434
Q92769,9,Q01939,0.93187875
Q92769,10,P33297,0.93181545
Q92769,11,P25694,0.9302644
Q92769,12,P41819,0.9298405
Q92769,13,P53742,0.9297932
Q92769,14,P32835,0.92936325
Q92769,15,P12385,0.9283361
Q92769,16,P23594,0.926791
Q92769,17,P20459,0.92518634
Q92769,18,P16140,0.9240145
Q92769,19,P52917,0.92321104
Q92769,20,P23595,0.9193118
Q00266,1,P10659,0.9532047
Q00266,2,P19358,0.9511718
Q00266,3,P39954,0.93625164
Q00266,4,P37291,0.9355172
Q00266,5,P42222,0.93219846
Q00266,6,P38720,0.9294186
Q00266,7,P0CX10,0.9285015
Q00266,8,P53319,0.9265486
Q00266,9,P21954,0.9261326
Q00266,10,P54113,0.9253063
Q00266,11,P08417,0.9245069
Q00266,12,P00924,0.9221462
Q00266,13,P00925,0.9221338
Q00266,14,P07244,0.9212485
Q00266,15,P25039,0.919179
Q00266,16,P38009,0.91882956
Q00266,17,P37292,0.9183809
Q00266,18,P41939,0.91831475
Q00266,19,P38627,0.91820514
Q00266,20,P20604,0.91813034
O15118,1,P31382,0.95817685
O15118,2,P23337,0.9577842
O15118,3,Q12200,0.9570412
O15118,4,P47190,0.9557322
O15118,5,P39007,0.95506394
O15118,6,P27472,0.9491933
O15118,7,P32363,0.9490693
O15118,8,P33775,0.94896233
O15118,9,P32353,0.94600713
O15118,10,Q05567,0.9437125
O15118,11,P36051,0.94319373
O15118,12,P04050,0.9431038
O15118,13,P37296,0.9429223
O15118,14,P38318,0.94263506
O15118,15,P07286,0.9426291
O15118,16,P47047,0.9424571
O15118,17,P32191,0.9424552
O15118,18,P32563,0.9418509
O15118,19,P41911,0.93844426
O15118,20,P39524,0.9378758
P11387,1,P39730,0.94562966
P11387,2,P33322,0.94198465
P11387,3,P40991,0.9360726
P11387,4,P53742,0.9343915
P11387,5,P25582,0.92363924
P11387,6,P04786,0.9211134
P11387,7,P25586,0.92060554
P11387,8,P47047,0.9192398
P11387,9,Q99216,0.91587245
P11387,10,Q03330,0.9148482
P11387,11,P53914,0.9139456
P11387,12,Q12460,0.9108512
P11387,13,P40078,0.91026497
P11387,14,Q00578,0.908513
P11387,15,Q02892,0.9065888
P11387,16,P12385,0.9056123
P11387,17,P38861,0.9045308
P11387,18,Q08649,0.90443826
P11387,19,Q12499,0.9035795
P11387,20,P32481,0.90270275
Q9BZE4,1,P53742,0.9664058
Q9BZE4,2,P33322,0.9517671
Q9BZE4,3,P39730,0.95133436
Q9BZE4,4,P53914,0.9463241
Q9BZE4,5,P40991,0.9452809
Q9BZE4,6,P25586,0.9410818
Q9BZE4,7,P32481,0.9403583
Q9BZE4,8,Q03195,0.9392536
Q9BZE4,9,P47047,0.93861586
Q9BZE4,10,Q02892,0.9378599
Q9BZE4,11,P40078,0.93759024
Q9BZE4,12,P12385,0.9362192
Q9BZE4,13,Q03940,0.93488574
Q9BZE4,14,P38861,0.93421316
Q9BZE4,15,Q00578,0.93405443
Q9BZE4,16,P13393,0.9287165
Q9BZE4,17,Q99216,0.927451
Q9BZE4,18,P39729,0.92724735
Q9BZE4,19,P20459,0.9272219
Q9BZE4,20,Q12464,0.9255657
P14868,1,P04802,0.9488898
P14868,2,P32324,0.94527745
P14868,3,P38795,0.94414705
P14868,4,P16140,0.94346124
P14868,5,P41819,0.9427007
P14868,6,P36132,0.9410998
P14868,7,Q03195,0.9406953
P14868,8,P39729,0.93893397
P14868,9,P04801,0.93787897
P14868,10,P21524,0.9365725
P14868,11,P36421,0.93306655
P14868,12,P21954,0.9302536
P14868,13,P21672,0.9298152
P14868,14,P32561,0.92918855
P14868,15,P47052,0.9273675
P14868,16,P08524,0.9271549
P14868,17,P15180,0.9268162
P14868,18,P39077,0.9263352
P14868,19,P38088,0.9256414
P14868,20,P39079,0.92489547
P62333,1,Q01939,0.9653415
P62333,2,P33297,0.9502271
P62333,3,Q03532,0.9463865
P62333,4,P25694,0.9457082
P62333,5,P33298,0.9364385
P62333,6,P52917,0.93393815
P62333,7,P41940,0.9290382
P62333,8,P39077,0.9143795
P62333,9,P10081,0.909949
P62333,10,P39076,0.90798587
P62333,11,P32598,0.9079741
P62333,12,Q03195,0.9071477
P62333,13,P42943,0.9068982
P62333,14,P01123,0.9023695
P62333,15,P20447,0.90013933
P62333,16,P02994,0.90003353
P62333,17,P09435,0.89944375
P62333,18,P41819,0.8984658
P62333,19,P40413,0.89749485
P62333,20,P0CS90,0.89677584
Q9Y2Z2,1,P53070,0.95089513
Q9Y2Z2,2,P32191,0.9413112
Q9Y2Z2,3,P38714,0.9378888
Q9Y2Z2,4,P38238,0.9311529
Q9Y2Z2,5,Q00055,0.93032056
Q9Y2Z2,6,P07258,0.9278086
Q9Y2Z2,7,P41911,0.9269
Q9Y2Z2,8,P07236,0.9251412
Q9Y2Z2,9,Q07729,0.9251173
Q9Y2Z2,10,P38793,0.9244336
Q9Y2Z2,11,P38628,0.9243276
Q9Y2Z2,12,P07259,0.9236687
Q9Y2Z2,13,P36009,0.9233625
Q9Y2Z2,14,P32363,0.92279905
Q9Y2Z2,15,Q08645,0.92207295
Q9Y2Z2,16,P52893,0.921109
Q9Y2Z2,17,P32528,0.92053676
Q9Y2Z2,18,P32327,0.9203085
Q9Y2Z2,19,P04385,0.91908294
Q9Y2Z2,20,P53131,0.9187757
P36873,1,P32598,0.9657348
P36873,2,P32835,0.9322992
P36873,3,P32836,0.9294623
P36873,4,P60010,0.92058086
P36873,5,P19073,0.90707827
P36873,6,Q01939,0.8989291
P36873,7,P02994,0.8975203
P36873,8,P00830,0.8811593
P36873,9,P10591,0.8798685
P36873,10,P10592,0.8789388
P36873,11,P09435,0.87593466
P36873,12,P22202,0.873641
P36873,13,P29311,0.8726829
P36873,14,Q03532,0.86408526
P36873,15,P10081,0.8612849
P36873,16,P47052,0.86037457
P36873,17,P13393,0.8603165
P36873,18,P34730,0.86009586
P36873,19,P15732,0.85987663
P36873,20,P15731,0.85892147
Q14137,1,P39940,0.86534923
Q14137,2,Q00578,0.8530326
Q14137,3,P53313,0.84938025
Q14137,4,P04050,0.84682435
Q14137,5,Q04199,0.8446188
Q14137,6,P38793,0.8434873
Q14137,7,Q04673,0.8429799
Q14137,8,P25454,0.8415062
Q14137,9,Q02892,0.83496326
Q14137,10,Q08965,0.83397543
Q14137,11,Q12417,0.8307055
Q14137,12,P53145,0.82891446
Q14137,13,P24279,0.8287985
Q14137,14,P38764,0.82797784
Q14137,15,P15274,0.8274551
Q14137,16,P33755,0.8262589
Q14137,17,Q04636,0.8258544
Q14137,18,P38431,0.82545274
Q14137,19,P23337,0.82488614
Q14137,20,P40055,0.8240398
P34896,1,P37291,0.9697043
P34896,2,P37292,0.9510277
P34896,3,P38720,0.9502077
P34896,4,P47052,0.9493991
P34896,5,Q00711,0.947508
P34896,6,P53319,0.94651103
P34896,7,P00924,0.94521487
P34896,8,P00925,0.9440692
P34896,9,P42222,0.94386643
P34896,10,P04801,0.9434538
P34896,11,P38689,0.9429105
P34896,12,P54113,0.9427594
P34896,13,P25039,0.94240355
P34896,14,P38009,0.94109064
P34896,15,Q05911,0.94104177
P34896,16,P21954,0.9407829
P34896,17,P08417,0.94077456
P34896,18,P38620,0.94032466
P34896,19,P0CX10,0.9400965
P34896,20,P07991,0.93845534
P09622,1,P09624,0.9719696
P09622,2,P0CS90,0.9326554
P09622,3,P07251,0.92998874
P09622,4,P32771,0.9194316
P09622,5,P41338,0.9189828
P09622,6,P41940,0.91895777
P09622,7,P00560,0.9180036
P09622,8,P00359,0.91281855
P09622,9,P02992,0.9102496
P09622,10,P22202,0.9100912
P09622,11,P00360,0.9097374
P09622,12,P00358,0.90967095
P09622,13,P09435,0.90910035
P09622,14,P00830,0.90784174
P09622,15,P08417,0.9074856
P09622,16,P32473,0.9073987
P09622,17,P25374,0.9071497
P09622,18,P39987,0.9070512
P09622,19,P00925,0.90635675
P09622,20,P00924,0.9060207
P36871,1,P38009,0.95969605
P36871,2,P54113,0.9569519
P36871,3,P21954,0.95596063
P36871,4,P41939,0.955515
P36871,5,P21524,0.95355314
P36871,6,P36132,0.9533217
P36871,7,P19414,0.9531034
P36871,8,P38795,0.9510637
P36871,9,Q03195,0.95018274
P36871,10,P21672,0.94899654
P36871,11,P08524,0.9473841
P36871,12,P12385,0.9455532
P36871,13,P16140,0.9446706
P36871,14,P32324,0.94286007
P36871,15,P53319,0.9416211
P36871,16,Q05911,0.94140756
P36871,17,P38720,0.94131625
P36871,18,P07283,0.94125813
P36871,19,P32561,0.94005126
P36871,20,P00817,0.93931943
P20020,1,P25694,0.9511084
P20020,2,Q01939,0.94413906
P20020,3,Q03195,0.9428338
P20020,4,P23594,0.94204295
P20020,5,P33297,0.94020504
P20020,6,P32481,0.9397768
P20020,7,P23595,0.9382618
P20020,8,P33298,0.93788177
P20020,9,P41819,0.93657196
P20020,10,P47047,0.9358025
P20020,11,P13393,0.9353051
P20020,12,P33299,0.93325573
P20020,13,P40327,0.9328304
P20020,14,P39517,0.93157077
P20020,15,Q03532,0.92917544
P20020,16,P52917,0.9290501
P20020,17,P33322,0.92419153
P20020,18,P41940,0.9197597
P20020,19,Q07478,0.9176398
P20020,20,P36132,0.91732
Q9UKF6,1,P47047,0.9712357
Q9UKF6,2,P38795,0.9582601
Q9UKF6,3,P41819,0.9572581
Q9UKF6,4,P18759,0.95593715
Q9UKF6,5,P22515,0.9556312
Q9UKF6,6,P32481,0.9556092
Q9UKF6,7,Q03195,0.95480186
Q9UKF6,8,P53088,0.95386744
Q9UKF6,9,P53914,0.9519471
Q9UKF6,10,P53131,0.95126647
Q9UKF6,11,P36132,0.95111907
Q9UKF6,12,Q12154,0.9507817
Q9UKF6,13,P27697,0.9500607
Q9UKF6,14,P20459,0.94953793
Q9UKF6,15,P04801,0.94895214
Q9UKF6,16,P32861,0.94863665
Q9UKF6,17,Q00578,0.94857097
Q9UKF6,18,P46681,0.94836164
Q9UKF6,19,P23337,0.94789714
Q9UKF6,20,P07259,0.9478261
O75874,1,P21954,0.9878976
O75874,2,P41939,0.9830048
O75874,3,P07283,0.95953536
O75874,4,P39954,0.9549163
O75874,5,P53982,0.9547172
O75874,6,P54113,0.95398074
O75874,7,P38720,0.9533179
O75874,8,P38009,0.9532061
O75874,9,P19414,0.95104265
O75874,10,P32561,0.95044905
O75874,11,P08524,0.94878894
O75874,12,P12385,0.94673187
O75874,13,P53319,0.9436208
O75874,14,P16140,0.94351685
O75874,15,P15019,0.94343096
O75874,16,P00817,0.9426602
O75874,17,P53228,0.94084823
O75874,18,Q05911,0.940272
O75874,19,P47052,0.93914056
O75874,20,P12709,0.9390745
P39023,1,P14126,0.9481233
P39023,2,P0CX35,0.9359937
P39023,3,P21954,0.93453556
P39023,4,P33322,0.93340176
P39023,5,P12385,0.9322317
P39023,6,P54780,0.930388
P39023,7,P05748,0.929563
P39023,8,P0C0W9,0.92928666
P39023,9,Q3E757,0.92874867
P39023,10,P41939,0.9281289
P39023,11,P32561,0.92647785
P39023,12,Q03195,0.9264333
P39023,13,P0CX45,0.92371166
P39023,14,P20459,0.9232925
P39023,15,P32481,0.9217719
P39023,16,P53742,0.92157686
P39023,17,P47052,0.9200128
P39023,18,Q00711,0.91944015
P39023,19,P32836,0.9178997
P39023,20,P16140,0.9167595
P61619,1,P18238,0.91976166
P61619,2,P18239,0.918893
P61619,3,P02994,0.9173331
P61619,4,P00830,0.91310716
P61619,5,P04710,0.911068
P61619,6,P32598,0.90847015
P61619,7,P32835,0.9076051
P61619,8,P10081,0.907193
P61619,9,P32836,0.9069276
P61619,10,P40961,0.9067665
P61619,11,Q03195,0.90634125
P61619,12,Q12522,0.9062733
P61619,13,P08417,0.89934266
P61619,14,P38720,0.8977235
P61619,15,P40035,0.8966279
P61619,16,Q01939,0.8957755
P61619,17,P50085,0.8954956
P61619,18,P16140,0.8949866
P61619,19,P07251,0.8949724
P61619,20,P33297,0.89335036
Q08209,1,P13393,0.9367517
Q08209,2,P25694,0.9320816
Q08209,3,Q03195,0.9309673
Q08209,4,P23594,0.9296828
Q08209,5,P33297,0.9287047
Q08209,6,P33322,0.9240682
Q08209,7,Q01939,0.9231803
Q08209,8,Q03532,0.9202297
Q08209,9,P23595,0.91887397
Q08209,10,P16140,0.9186649
Q08209,11,P32481,0.9175902
Q08209,12,P32836,0.9157967
Q08209,13,P41819,0.91541636
Q08209,14,P32598,0.91419494
Q08209,15,P32561,0.91395235
Q08209,16,P32835,0.91367024
Q08209,17,P52917,0.9110843
Q08209,18,P32324,0.9109066
Q08209,19,P21954,0.9105842
Q08209,20,P39729,0.90820247
P48735,1,P21954,0.9773048
P48735,2,P41939,0.9606704
P48735,3,P32561,0.9476024
P48735,4,Q03195,0.94195616
P48735,5,P07283,0.9410797
P48735,6,P32324,0.93770933
P48735,7,P38720,0.935835
P48735,8,P19414,0.9357123
P48735,9,P08524,0.93516356
P48735,10,P32481,0.9348523
P48735,11,P39954,0.93450177
P48735,12,P41819,0.933365
P48735,13,P53982,0.93294144
P48735,14,P54113,0.93228126
P48735,15,P39729,0.9320593
P48735,16,P12385,0.93201935
P48735,17,P21801,0.93146324
P48735,18,P0CX35,0.93054885
P48735,19,P33322,0.9302655
P48735,20,P53742,0.93013364
P00558,1,P00560,0.97748876
P00558,2,P00358,0.9526747
P00558,3,P00359,0.95242786
P00558,4,P07170,0.95102215
P00558,5,P00360,0.95099324
P00558,6,P00925,0.9490686
P00558,7,P15019,0.9485313
P00558,8,P00924,0.9484651
P00558,9,P32771,0.93968165
P00558,10,P22202,0.9362041
P00558,11,P10591,0.9347745
P00558,12,P10592,0.9345405
P00558,13,P00830,0.93288505
P00558,14,P08417,0.93203723
P00558,15,P38720,0.93142533
P00558,16,P09435,0.93084764
P00558,17,P00942,0.9289893
P00558,18,P00950,0.9224992
P00558,19,P0CS90,0.9214763
P00558,20,P19882,0.921157
P48449,1,P27472,0.95311576
P48449,2,P38604,0.94911253
P48449,3,P23337,0.9468987
P48449,4,P40970,0.9442132
P48449,5,P36013,0.9414188
P48449,6,P31382,0.94138896
P48449,7,P17709,0.9400155
P48449,8,P47190,0.93724823
P48449,9,P80235,0.9360836
P48449,10,P04051,0.93483526
P48449,11,P32363,0.934394
P48449,12,P33401,0.933381
P48449,13,Q12362,0.9331513
P48449,14,P22007,0.93264806
P48449,15,P04385,0.932603
P48449,16,Q05567,0.9319575
P48449,17,P33775,0.9292536
P48449,18,P29704,0.92912126
P48449,19,P41911,0.9286174
P48449,20,P38628,0.92834944
Q15031,1,P32191,0.9397983
Q15031,2,P04385,0.93691623
Q15031,3,P11325,0.93297386
Q15031,4,P36009,0.9317926
Q15031,5,P48525,0.92996776
Q15031,6,P38628,0.9297719
Q15031,7,P32190,0.92731357
Q15031,8,P13045,0.9259099
Q15031,9,P07258,0.9251788
Q15031,10,P38793,0.92409945
Q15031,11,Q10740,0.92373544
Q15031,12,P17709,0.923561
Q15031,13,P36013,0.9222806
Q15031,14,Q07825,0.92225134
Q15031,15,P53070,0.92191404
Q15031,16,P32454,0.92164594
Q15031,17,P43635,0.92164373
Q15031,18,P41911,0.92158234
Q15031,19,P46943,0.9214432
Q15031,20,P17255,0.92092294
P61160,1,P32381,0.9827357
P61160,2,P40413,0.93651384
P61160,3,P32345,0.93405247
P61160,4,P25043,0.93142813
P61160,5,P20604,0.93009585
P61160,6,P28789,0.92659104
P61160,7,P50094,0.92598563
P61160,8,P11154,0.9254276
P61160,9,P09201,0.9247566
P61160,10,P50095,0.9245438
P61160,11,P23639,0.92409563
P61160,12,P53131,0.92355704
P61160,13,P32327,0.9231338
P61160,14,P23638,0.9229649
P61160,15,P14742,0.9223196
P61160,16,P39077,0.9223095
P61160,17,P38697,0.9204774
P61160,18,P32347,0.9196221
P61160,19,P38821,0.91958445
P61160,20,P39079,0.91900337
Q9NPH2,1,P53742,0.89737964
Q9NPH2,2,P14126,0.893447
Q9NPH2,3,P32561,0.8921053
Q9NPH2,4,Q03195,0.8902072
Q9NPH2,5,Q03940,0.88821155
Q9NPH2,6,P32481,0.88799065
Q9NPH2,7,P38795,0.8857546
Q9NPH2,8,P21801,0.8846215
Q9NPH2,9,P32861,0.8842955
Q9NPH2,10,P21954,0.88408375
Q9NPH2,11,P41939,0.8832422
Q9NPH2,12,P39954,0.8828097
Q9NPH2,13,P32469,0.8820409
Q9NPH2,14,P21524,0.8820191
Q9NPH2,15,P25454,0.88172543
Q9NPH2,16,P0CX35,0.8798942
Q9NPH2,17,P32324,0.8789403
Q9NPH2,18,P39007,0.87868124
Q9NPH2,19,P51601,0.8778441
Q9NPH2,20,Q12522,0.8777643
Q15029,1,P53893,0.9769711
Q15029,2,P23337,0.96611947
Q15029,3,P04051,0.9619297
Q15029,4,P18759,0.96125126
Q15029,5,P38132,0.95939845
Q15029,6,P47047,0.9589219
Q15029,7,Q08162,0.95808315
Q15029,8,P27472,0.95791745
Q15029,9,P40970,0.9573077
Q15029,10,P06839,0.955635
Q15029,11,P07259,0.9543136
Q15029,12,P53131,0.95368123
Q15029,13,P04050,0.9536743
Q15029,14,Q00776,0.9528775
Q15029,15,P15436,0.952813
Q15029,16,P04819,0.95264804
Q15029,17,P53327,0.9520858
Q15029,18,P22276,0.95185465
Q15029,19,P23287,0.9517085
Q15029,20,P24384,0.9515156
P60842,1,P32835,0.9568172
P60842,2,P32836,0.95380294
P60842,3,P10081,0.94040287
P60842,4,P19073,0.93147343
P60842,5,P02994,0.923949
P60842,6,P32598,0.92361563
P60842,7,Q01939,0.9089534
P60842,8,Q03532,0.8944007
P60842,9,P60010,0.8937456
P60842,10,P18238,0.8926885
P60842,11,P00830,0.8903024
P60842,12,P33297,0.8893065
P60842,13,P18239,0.8880825
P60842,14,P09435,0.88762
P60842,15,P29311,0.88717055
P60842,16,P10591,0.8859299
P60842,17,P10592,0.88533884
P60842,18,P22202,0.8851962
P60842,19,P25694,0.88288844
P60842,20,P47052,0.8771023
P35670,1,P20107,0.91431135
P35670,2,P33298,0.90188015
P35670,3,P40327,0.9016918
P35670,4,P40558,0.9004264
P35670,5,P25454,0.8961153
P35670,6,P47047,0.89387715
P35670,7,P39517,0.8854341
P35670,8,Q05506,0.88373804
P35670,9,P31244,0.88178205
P35670,10,Q00578,0.8781839
P35670,11,P41819,0.8781073
P35670,12,P54861,0.87765336
P35670,13,P13586,0.8772641
P35670,14,Q02821,0.8772063
P35670,15,P25382,0.8771635
P35670,16,P25694,0.8766327
P35670,17,Q00055,0.87556356
P35670,18,P33299,0.87440014
P35670,19,Q04121,0.8727669
P35670,20,P38714,0.8727205
Q8NEB9,1,Q06685,0.9638038
