human_protein,rank,yeast_protein,similarity_score
P22102,14,P51601,-0.32557997
P22102,15,P00924,-0.33034483
P22102,16,P40047,-0.33044183
P22102,17,P52489,-0.3307491
P22102,18,P09440,-0.33130303
P22102,19,P40150,-0.3313909
P22102,20,P11484,-0.33192086
P78371,1,P39076,-0.1695512
P78371,2,P42943,-0.22751392
P78371,3,Q01939,-0.23872526
P78371,4,P25694,-0.25136948
P78371,5,P39079,-0.2596687
P78371,6,P39077,-0.26954022
P78371,7,P52917,-0.27064443
P78371,8,P33297,-0.2743159
P78371,9,P39078,-0.2777031
P78371,10,Q03195,-0.2851112
P78371,11,P12612,-0.28583932
P78371,12,P41940,-0.2909359
P78371,13,P40348,-0.29198003
P78371,14,Q03532,-0.29750088
P78371,15,P40413,-0.2997806
P78371,16,P32324,-0.30125037
P78371,17,P10081,-0.3030782
P78371,18,P25453,-0.30732706
P78371,19,P19882,-0.31279582
P78371,20,P39729,-0.3128431
P48643,1,P39077,-0.20270458
P48643,2,P40413,-0.22713736
P48643,3,P42943,-0.25162724
P48643,4,P39076,-0.26556918
P48643,5,Q03532,-0.26832417
P48643,6,P25694,-0.27009293
P48643,7,P39078,-0.2753851
P48643,8,Q01939,-0.28221458
P48643,9,P33297,-0.2878719
P48643,10,P41940,-0.29270527
P48643,11,P39079,-0.29749414
P48643,12,P32324,-0.3022164
P48643,13,P52917,-0.30494258
P48643,14,P41819,-0.3097559
P48643,15,P12612,-0.31050122
P48643,16,Q03195,-0.31086537
P48643,17,P33298,-0.31280372
P48643,18,P50095,-0.3186987
P48643,19,P50094,-0.32497388
P48643,20,P16140,-0.32564923
O43520,1,P53131,-0.21893969
O43520,2,P39524,-0.22472246
O43520,3,P47047,-0.22732684
O43520,4,P23337,-0.2345286
O43520,5,P40527,-0.2419793
O43520,6,Q00578,-0.24317764
O43520,7,Q08162,-0.24404746
O43520,8,P38132,-0.24641675
O43520,9,P15436,-0.24796845
O43520,10,P21576,-0.2480629
O43520,11,P30665,-0.24984086
O43520,12,Q03330,-0.25021902
O43520,13,P54861,-0.25069758
O43520,14,P32191,-0.25110257
O43520,15,P38074,-0.25315812
O43520,16,P32895,-0.25468704
O43520,17,P32604,-0.25508723
O43520,18,P24384,-0.2557312
O43520,19,P43588,-0.256916
O43520,20,Q08649,-0.2571065
P41091,1,P32836,-0.24819265
P41091,2,P32835,-0.24903284
P41091,3,P02994,-0.27217403
P41091,4,Q03195,-0.27412248
P41091,5,P32481,-0.2760206
P41091,6,P32598,-0.29864892
P41091,7,Q01939,-0.30345827
P41091,8,P25694,-0.3161104
P41091,9,P32324,-0.32702348
P41091,10,P13393,-0.3307823
P41091,11,P47052,-0.3320948
P41091,12,P32561,-0.33401284
P41091,13,P21954,-0.3340618
P41091,14,P33322,-0.3345286
P41091,15,P33297,-0.33459964
P41091,16,P16140,-0.33845162
P41091,17,P41940,-0.33988374
P41091,18,P10081,-0.34033844
P41091,19,P41819,-0.34050617
P41091,20,Q00711,-0.34406707
O15067,1,P32327,-0.32313454
O15067,2,P07258,-0.32504407
O15067,3,P11154,-0.32661778
O15067,4,Q00055,-0.34375787
O15067,5,P38972,-0.3485554
O15067,6,P21672,-0.3493459
O15067,7,P49089,-0.35001618
O15067,8,P33401,-0.35119012
O15067,9,P07259,-0.35227
O15067,10,P21524,-0.3547469
O15067,11,P49090,-0.35830718
O15067,12,P38708,-0.3602475
O15067,13,P38795,-0.36076626
O15067,14,P32861,-0.36152825
O15067,15,P38628,-0.36191455
O15067,16,P27472,-0.36246946
O15067,17,P52892,-0.36250627
O15067,18,P03962,-0.36323574
O15067,19,P17709,-0.36338034
O15067,20,P38088,-0.36366466
Q14566,1,P47047,-0.199585
Q14566,2,P29469,-0.21108073
Q14566,3,P18759,-0.22402686
Q14566,4,P29496,-0.2249664
Q14566,5,P33298,-0.23348647
Q14566,6,P53131,-0.23523204
Q14566,7,P41819,-0.23571916
Q14566,8,P53088,-0.2390012
Q14566,9,P31244,-0.23945892
Q14566,10,P32895,-0.24073952
Q14566,11,P53091,-0.24338757
Q14566,12,P38132,-0.24577878
Q14566,13,P27697,-0.24689224
Q14566,14,P40024,-0.24714392
Q14566,15,P20449,-0.24772103
Q14566,16,P12612,-0.2502819
Q14566,17,P39079,-0.25227767
Q14566,18,P38795,-0.2523769
Q14566,19,P07259,-0.25248426
Q14566,20,P32481,-0.25463444
Q8TF62,1,P47047,-0.27037105
Q8TF62,2,P40348,-0.2710193
Q8TF62,3,P54861,-0.27343154
Q8TF62,4,Q03195,-0.2747946
Q8TF62,5,P23594,-0.27840793
Q8TF62,6,P20604,-0.28199
Q8TF62,7,P40527,-0.28372878
Q8TF62,8,P53131,-0.2844382
Q8TF62,9,P23595,-0.2855252
Q8TF62,10,P38795,-0.28907183
Q8TF62,11,P41819,-0.2898085
Q8TF62,12,P32481,-0.29124773
Q8TF62,13,P14742,-0.2927334
Q8TF62,14,P51601,-0.29443797
Q8TF62,15,P25453,-0.29550853
Q8TF62,16,P39007,-0.29653323
Q8TF62,17,P27697,-0.2984316
Q8TF62,18,P43588,-0.30065587
Q8TF62,19,Q00578,-0.30187955
Q8TF62,20,P39076,-0.3035671
P09884,1,P13382,-0.17691205
P09884,2,P33755,-0.22600989
P09884,3,Q00578,-0.22946008
P09884,4,P30771,-0.23368758
P09884,5,P32829,-0.2383188
P09884,6,Q06224,-0.23877995
P09884,7,Q08162,-0.24120308
P09884,8,Q04217,-0.24237816
P09884,9,P38793,-0.2440948
P09884,10,Q08773,-0.24436058
P09884,11,P53893,-0.24478543
P09884,12,P15436,-0.24528512
P09884,13,P53145,-0.24585652
P09884,14,P29468,-0.24652474
P09884,15,P38144,-0.2493297
P09884,16,P32597,-0.25105765
P09884,17,P15565,-0.25317866
P09884,18,P47047,-0.25613528
P09884,19,P23337,-0.25654852
P09884,20,P35207,-0.25678754
P17812,1,P38627,-0.17289704
P17812,2,P28274,-0.20922315
P17812,3,P25039,-0.2165097
P17812,4,P04801,-0.22567712
P17812,5,P37291,-0.22749764
P17812,6,P54113,-0.22869298
P17812,7,P36132,-0.2382509
P17812,8,P38063,-0.24141356
P17812,9,P47052,-0.2433498
P17812,10,P38009,-0.24496277
P17812,11,Q00711,-0.24624588
P17812,12,P38689,-0.25270215
P17812,13,P0CX10,-0.25274122
P17812,14,P42222,-0.25373635
P17812,15,P07245,-0.25412026
P17812,16,P46969,-0.2552375
P17812,17,P32327,-0.25637302
P17812,18,P37292,-0.25690758
P17812,19,P49090,-0.2576124
P17812,20,P38620,-0.25884965
P33991,1,P30665,-0.17533675
P33991,2,P29469,-0.20485711
P33991,3,P38132,-0.20806758
P33991,4,P24279,-0.2224687
P33991,5,P53131,-0.2240705
P33991,6,P47047,-0.23124836
P33991,7,P53091,-0.2331764
P33991,8,P25454,-0.23690945
P33991,9,P33299,-0.2410995
P33991,10,P33298,-0.24111938
P33991,11,P31244,-0.24175818
P33991,12,Q00578,-0.24280989
P33991,13,P53549,-0.24591133
P33991,14,P20448,-0.24809274
P33991,15,Q08649,-0.25144437
P33991,16,P21576,-0.25245577
P33991,17,P29496,-0.25452128
P33991,18,P54861,-0.25895712
P33991,19,P24384,-0.2658994
P33991,20,P18759,-0.26678008
P33992,1,P29496,-0.2200707
P33992,2,P53131,-0.22147629
P33992,3,P40024,-0.22660019
P33992,4,P29469,-0.23130423
P33992,5,P38132,-0.23815995
P33992,6,P32327,-0.23915158
P33992,7,P11154,-0.24016131
P33992,8,P33298,-0.24305825
P33992,9,P47047,-0.24452572
P33992,10,P18759,-0.24454202
P33992,11,P12612,-0.24741311
P33992,12,P53549,-0.25158623
P33992,13,P38707,-0.2546915
P33992,14,P40413,-0.25635707
P33992,15,P30665,-0.25728083
P33992,16,Q12154,-0.25968117
P33992,17,P25454,-0.26013392
P33992,18,P07259,-0.2615758
P33992,19,P39079,-0.26274124
P33992,20,P25453,-0.2628575
Q01433,1,P15274,-0.2752086
Q01433,2,Q00578,-0.28419438
Q01433,3,P23337,-0.29464468
Q01433,4,P04050,-0.30032465
Q01433,5,P27472,-0.3033867
Q01433,6,P38793,-0.30697915
Q01433,7,P39940,-0.3140026
Q01433,8,P80235,-0.32135382
Q01433,9,P47047,-0.32333636
Q01433,10,Q02892,-0.32334256
Q01433,11,P53145,-0.32506165
Q01433,12,P14747,-0.32656285
Q01433,13,P24279,-0.32773265
Q01433,14,P39006,-0.3307408
Q01433,15,Q04673,-0.33101854
Q01433,16,Q03330,-0.33144468
Q01433,17,Q12362,-0.3315681
Q01433,18,P29468,-0.33203706
Q01433,19,P15565,-0.33297995
Q01433,20,Q08162,-0.33463734
Q9Y4W6,1,P39925,-0.18670453
Q9Y4W6,2,P40341,-0.22120422
Q9Y4W6,3,P33298,-0.23569368
Q9Y4W6,4,P53549,-0.24959913
Q9Y4W6,5,P33297,-0.25119483
Q9Y4W6,6,P33299,-0.2533125
Q9Y4W6,7,P50085,-0.25635248
Q9Y4W6,8,P27697,-0.260227
Q9Y4W6,9,P40327,-0.26083574
Q9Y4W6,10,P41819,-0.26696506
Q9Y4W6,11,P25694,-0.26818097
Q9Y4W6,12,P25454,-0.27140108
Q9Y4W6,13,P39517,-0.27212432
Q9Y4W6,14,P32795,-0.27404454
Q9Y4W6,15,P39730,-0.27680957
Q9Y4W6,16,P52917,-0.27890396
Q9Y4W6,17,P53742,-0.29087088
Q9Y4W6,18,P25374,-0.29122785
Q9Y4W6,19,P20449,-0.29188573
Q9Y4W6,20,P52920,-0.29245555
P35998,1,Q01939,-0.15254104
P35998,2,P33299,-0.16939837
P35998,3,P33297,-0.18168013
P35998,4,P25694,-0.18814436
P35998,5,P33298,-0.19460113
P35998,6,P52917,-0.21413702
P35998,7,P40327,-0.22415233
P35998,8,P53549,-0.25131878
P35998,9,P23594,-0.25266108
P35998,10,P23595,-0.26242843
P35998,11,P39517,-0.26266584
P35998,12,Q07478,-0.2629663
P35998,13,P40348,-0.26641306
P35998,14,P41819,-0.2707804
P35998,15,P51996,-0.2714872
P35998,16,Q03532,-0.2726917
P35998,17,P32481,-0.2736448
P35998,18,Q03195,-0.27467188
P35998,19,P24784,-0.27597725
P35998,20,P13393,-0.2822567
P49368,1,P39077,-0.09506128
P49368,2,P40413,-0.16679034
P49368,3,P39078,-0.18041795
P49368,4,P42943,-0.18272857
P49368,5,P12612,-0.20761932
P49368,6,P39079,-0.22279409
P49368,7,P39076,-0.23145592
P49368,8,P32324,-0.24659196
P49368,9,P41819,-0.25602272
P49368,10,P39729,-0.25917652
P49368,11,P47079,-0.27355966
P49368,12,P25453,-0.27963343
P49368,13,P25694,-0.2800788
P49368,14,P33297,-0.28105813
P49368,15,P33298,-0.28402662
P49368,16,Q03195,-0.28533894
P49368,17,P40339,-0.2856434
P49368,18,P50095,-0.28592667
P49368,19,P32327,-0.2899329
P49368,20,P50094,-0.29072282
Q15046,1,P15180,-0.18554899
Q15046,2,P50094,-0.22355358
Q15046,3,P50095,-0.22731793
Q15046,4,P38697,-0.23688273
Q15046,5,Q05506,-0.24614829
Q15046,6,P36421,-0.2555823
Q15046,7,P04801,-0.27483943
Q15046,8,P41940,-0.2815113
Q15046,9,P47117,-0.2818764
Q15046,10,P04802,-0.28547472
Q15046,11,P00549,-0.2868457
Q15046,12,P41819,-0.28744233
Q15046,13,P25694,-0.28919703
Q15046,14,P52917,-0.29054746
Q15046,15,P25039,-0.2955716
Q15046,16,P26793,-0.29559234
Q15046,17,P23594,-0.29809377
Q15046,18,P36132,-0.2992246
Q15046,19,P21524,-0.29963267
Q15046,20,P38088,-0.29992464
P52209,1,P38720,-0.110858254
P52209,2,P53319,-0.13958465
P52209,3,P39954,-0.2416804
P52209,4,Q05911,-0.24797797
P52209,5,P08417,-0.2494563
P52209,6,P00924,-0.25305322
P52209,7,P00925,-0.25782678
P52209,8,P00360,-0.2632823
P52209,9,P32771,-0.26719022
P52209,10,P15019,-0.26850215
P52209,11,P21954,-0.26898864
P52209,12,P38620,-0.26979104
P52209,13,P07991,-0.27167708
P52209,14,P37291,-0.27233055
P52209,15,P38009,-0.27548006
P52209,16,P00358,-0.27579442
P52209,17,P00359,-0.2788786
P52209,18,P54113,-0.28018597
P52209,19,P38063,-0.2804293
P52209,20,P07283,-0.28256375
P20839,1,P50095,-0.2288134
P20839,2,P38697,-0.23717631
P20839,3,P50094,-0.24764411
P20839,4,P41940,-0.2995934
P20839,5,P25694,-0.30389732
P20839,6,Q03195,-0.31493828
P20839,7,P16140,-0.31538385
P20839,8,Q01939,-0.31716844
P20839,9,P52917,-0.323473
P20839,10,P47052,-0.32387438
P20839,11,P38009,-0.32401687
P20839,12,P33297,-0.3266194
P20839,13,Q00711,-0.32706064
P20839,14,P10081,-0.33042946
P20839,15,P39076,-0.3304617
P20839,16,Q03532,-0.3320704
P20839,17,P39954,-0.33274296
P20839,18,P54113,-0.33349133
P20839,19,P39729,-0.3385388
P20839,20,P42943,-0.33892223
P33993,1,P53131,-0.23425165
P33993,2,P11154,-0.24421734
P33993,3,P32327,-0.24470943
P33993,4,P15180,-0.25771275
P33993,5,P33298,-0.26336947
P33993,6,P40024,-0.26446256
P33993,7,P40413,-0.2654486
P33993,8,P39079,-0.26552773
P33993,9,P38697,-0.26746812
P33993,10,P29469,-0.26847893
P33993,11,P50095,-0.27202758
P33993,12,P29496,-0.27259815
P33993,13,P53549,-0.27292237
P33993,14,P52920,-0.27340025
P33993,15,P47047,-0.27389535
P33993,16,P25694,-0.27406812
P33993,17,P18759,-0.2748667
P33993,18,P53295,-0.2760124
P33993,19,P52489,-0.2769473
P33993,20,P38132,-0.2782969
P06744,1,P38720,-0.25492716
P06744,2,P53319,-0.2628706
P06744,3,P39954,-0.2637328
P06744,4,P08417,-0.26394987
P06744,5,P00830,-0.2917119
P06744,6,P21954,-0.29265982
P06744,7,P12709,-0.2935074
P06744,8,P21801,-0.29408365
P06744,9,P15019,-0.29676998
P06744,10,P32771,-0.30308878
P06744,11,Q05911,-0.3056052
P06744,12,P00360,-0.306656
P06744,13,P00924,-0.3075917
P06744,14,P07991,-0.3097506
P06744,15,P07283,-0.3127899
P06744,16,P00358,-0.31351733
P06744,17,P09435,-0.31369504
P06744,18,P00359,-0.31625924
P06744,19,P36007,-0.317865
P06744,20,P00925,-0.31821576
P38606,1,P54113,-0.19486094
P38606,2,P41939,-0.21333842
P38606,3,P21954,-0.22123708
P38606,4,P32561,-0.22228757
P38606,5,P38009,-0.22408985
P38606,6,P53982,-0.23300624
P38606,7,P16140,-0.23303027
P38606,8,P28273,-0.23458661
P38606,9,P32469,-0.23509458
P38606,10,P25039,-0.23784883
P38606,11,P25453,-0.23860945
P38606,12,Q05911,-0.238793
P38606,13,P07283,-0.23879656
P38606,14,P39079,-0.2400005
P38606,15,P20459,-0.2415417
P38606,16,P38627,-0.24336241
P38606,17,P21524,-0.24375562
P38606,18,P12385,-0.24403422
P38606,19,Q12074,-0.24454002
P38606,20,P39954,-0.24456382
P54098,1,P15801,-0.38395932
P54098,2,Q00955,-0.38838038
P54098,3,P21951,-0.4074015
P54098,4,P07271,-0.41148713
P54098,5,Q03407,-0.4132157
P54098,6,P46151,-0.41630423
P54098,7,P32874,-0.4210201
P54098,8,P32562,-0.42823714
P54098,9,P53971,-0.4285337
P54098,10,Q06625,-0.43031946
P54098,11,Q04958,-0.4370951
P54098,12,P14284,-0.4377592
P54098,13,P39104,-0.44075042
P54098,14,P38086,-0.44239372
P54098,15,Q06685,-0.44348308
P54098,16,P41833,-0.44471446
P54098,17,Q12149,-0.4460379
P54098,18,Q05471,-0.44682696
P54098,19,P38873,-0.44748107
P54098,20,P22147,-0.4486527
P46459,1,P18759,-0.17571312
P46459,2,P47047,-0.21327788
P46459,3,P41819,-0.22073446
P46459,4,P38795,-0.22784494
P46459,5,Q03195,-0.23099068
P46459,6,Q05506,-0.24030913
P46459,7,P53088,-0.2409217
P46459,8,P36421,-0.24358892
P46459,9,P39079,-0.24379379
P46459,10,Q06218,-0.246191
P46459,11,P33298,-0.2486196
P46459,12,P07259,-0.2514994
P46459,13,P27697,-0.25161868
P46459,14,P32327,-0.25181505
P46459,15,P36132,-0.25280228
P46459,16,P40413,-0.25300863
P46459,17,P22515,-0.25443316
P46459,18,Q07478,-0.25570115
P46459,19,P40527,-0.25817388
P46459,20,P32481,-0.25827336
Q9Y265,1,Q03940,-0.13998422
Q9Y265,2,Q12464,-0.20587836
Q9Y265,3,P39729,-0.27238923
Q9Y265,4,P12385,-0.27809492
Q9Y265,5,Q03195,-0.27971947
Q9Y265,6,P16140,-0.28609172
Q9Y265,7,P53295,-0.2964424
Q9Y265,8,P32324,-0.3044665
Q9Y265,9,P54113,-0.30535796
Q9Y265,10,P15108,-0.3072131
Q9Y265,11,P33322,-0.3092737
Q9Y265,12,P21954,-0.3093087
Q9Y265,13,P40961,-0.3132242
Q9Y265,14,P02829,-0.31450754
Q9Y265,15,P41939,-0.31482923
Q9Y265,16,P07245,-0.31607217
Q9Y265,17,P20459,-0.316999
Q9Y265,18,P21524,-0.31709602
Q9Y265,19,P38009,-0.31831828
Q9Y265,20,P32481,-0.31902286
Q9Y230,1,Q03940,-0.2530755
Q9Y230,2,Q12464,-0.26783875
Q9Y230,3,Q03195,-0.27537063
Q9Y230,4,P16140,-0.2845412
Q9Y230,5,P39729,-0.29999405
Q9Y230,6,Q12522,-0.30222654
Q9Y230,7,P12385,-0.30345964
Q9Y230,8,P25694,-0.31925395
Q9Y230,9,P21954,-0.32312575
Q9Y230,10,P00830,-0.32596764
Q9Y230,11,P0CX35,-0.3260347
Q9Y230,12,P33322,-0.32655483
Q9Y230,13,P02994,-0.32677358
Q9Y230,14,P33297,-0.32695028
Q9Y230,15,P15646,-0.32788354
Q9Y230,16,P52917,-0.32893616
Q9Y230,17,P32324,-0.3296372
Q9Y230,18,P32481,-0.33160216
Q9Y230,19,P40961,-0.33278626
Q9Y230,20,P38720,-0.337299
P07954,1,P08417,-0.17490074
P07954,2,P32473,-0.2422439
P07954,3,P00830,-0.24626072
P07954,4,P38720,-0.24675532
P07954,5,P00360,-0.25693077
P07954,6,P32771,-0.26042968
P07954,7,P00359,-0.260798
P07954,8,P00358,-0.26302993
P07954,9,P53319,-0.26338717
P07954,10,P00924,-0.2706475
P07954,11,P07251,-0.27076033
P07954,12,P00925,-0.27538288
P07954,13,P39954,-0.27794346
P07954,14,P09435,-0.2809887
P07954,15,P07991,-0.2853327
P07954,16,P00560,-0.2903115
P07954,17,P22202,-0.29339582
P07954,18,P36007,-0.29919857
P07954,19,P15019,-0.30210724
P07954,20,P21801,-0.30474582
Q9NVP1,1,Q03532,-0.27185348
Q9NVP1,2,P40327,-0.2749788
Q9NVP1,3,P39517,-0.28301343
Q9NVP1,4,P24784,-0.29253328
Q9NVP1,5,P33298,-0.31110385
Q9NVP1,6,P31244,-0.3199756
Q9NVP1,7,P33299,-0.32369843
Q9NVP1,8,Q07478,-0.333598
Q9NVP1,9,P20448,-0.33888906
Q9NVP1,10,P20447,-0.34029558
Q9NVP1,11,P39730,-0.34084144
Q9NVP1,12,Q06218,-0.34376565
Q9NVP1,13,P06634,-0.3441161
Q9NVP1,14,P25694,-0.34413603
Q9NVP1,15,Q01939,-0.3464739
Q9NVP1,16,Q07844,-0.3480171
Q9NVP1,17,P05986,-0.34875947
Q9NVP1,18,P32892,-0.34924293
Q9NVP1,19,P32939,-0.34930557
Q9NVP1,20,P40558,-0.35034484
P23526,1,P39954,-0.13840947
P23526,2,P38720,-0.2307577
P23526,3,P53319,-0.23198229
P23526,4,P10659,-0.26775596
P23526,5,P32771,-0.26955882
P23526,6,Q05911,-0.27113196
P23526,7,P19358,-0.27255136
P23526,8,P00360,-0.2758921
P23526,9,P08417,-0.2848168
P23526,10,P12709,-0.2851545
P23526,11,P38009,-0.285942
P23526,12,Q12074,-0.28739068
P23526,13,P41939,-0.28902015
P23526,14,P07283,-0.28913054
P23526,15,P21954,-0.28932792
P23526,16,P00358,-0.289352
P23526,17,P38620,-0.29221046
P23526,18,P00830,-0.29397038
P23526,19,P00359,-0.29638904
P23526,20,P54113,-0.29667646
O60231,1,P53131,-0.2963303
O60231,2,P25454,-0.3018815
O60231,3,P33299,-0.3119908
O60231,4,P47047,-0.32095605
O60231,5,P33298,-0.32453692
O60231,6,Q00578,-0.32534903
O60231,7,P53742,-0.3305542
O60231,8,P39730,-0.33729112
O60231,9,P20448,-0.33784208
O60231,10,P40991,-0.33802328
O60231,11,P30665,-0.34319875
O60231,12,P53549,-0.34395283
O60231,13,P24279,-0.34600702
O60231,14,P29469,-0.34748054
O60231,15,P51601,-0.34789824
O60231,16,P53088,-0.34868246
O60231,17,P25694,-0.3507417
O60231,18,P06245,-0.35082904
O60231,19,P31244,-0.35197228
O60231,20,P40024,-0.35339677
P50991,1,P39078,-0.24667984
P50991,2,P39077,-0.25514588
P50991,3,P42943,-0.27127498
P50991,4,P39076,-0.28131127
P50991,5,Q01939,-0.28207964
P50991,6,P25694,-0.28464445
P50991,7,Q03532,-0.2874238
P50991,8,Q03195,-0.28838384
P50991,9,P33297,-0.30387056
P50991,10,P32324,-0.30558053
P50991,11,P39729,-0.3118675
P50991,12,P41819,-0.31302905
P50991,13,P41940,-0.31303546
P50991,14,P10081,-0.313617
P50991,15,P52917,-0.31729278
P50991,16,P39079,-0.31964916
P50991,17,P12612,-0.32258245
P50991,18,P02994,-0.3229265
P50991,19,P16140,-0.3241732
P50991,20,P40413,-0.3253732
P62191,1,Q01939,-0.23455897
P62191,2,P25694,-0.25737232
P62191,3,P40327,-0.26210332
P62191,4,P33297,-0.26727563
P62191,5,Q03532,-0.2786543
P62191,6,P33298,-0.28142402
P62191,7,P33299,-0.30632728
P62191,8,P52917,-0.31568468
P62191,9,P39517,-0.3188646
P62191,10,P23594,-0.34076566
P62191,11,P24784,-0.3461856
P62191,12,Q07478,-0.34635243
P62191,13,P13393,-0.34913415
P62191,14,P20447,-0.35413364
P62191,15,P32836,-0.35615438
P62191,16,P32835,-0.3564581
P62191,17,P23595,-0.35653234
P62191,18,P06634,-0.3578559
P62191,19,Q03195,-0.35952905
P62191,20,P41819,-0.3596197
Q9UQE7,1,P38989,-0.17645931
Q9UQE7,2,P38132,-0.2642089
Q9UQE7,3,P47037,-0.27691913
Q9UQE7,4,P47047,-0.27901107
Q9UQE7,5,Q12267,-0.28008077
Q9UQE7,6,P32908,-0.28173783
Q9UQE7,7,P43535,-0.28504986
Q9UQE7,8,P21576,-0.28697503
Q9UQE7,9,P18759,-0.2872752
Q9UQE7,10,P30665,-0.29025093
Q9UQE7,11,P53549,-0.29188043
Q9UQE7,12,P32599,-0.2924273
Q9UQE7,13,P25847,-0.29402226
Q9UQE7,14,P31244,-0.2944812
Q9UQE7,15,P40024,-0.29581228
Q9UQE7,16,Q12377,-0.29775286
Q9UQE7,17,P29469,-0.3013052
Q9UQE7,18,Q05506,-0.30167884
Q9UQE7,19,P20448,-0.306127
Q9UQE7,20,P24384,-0.30696326
Q03468,1,Q05471,-0.24810755
Q03468,2,P07271,-0.26464134
Q03468,3,P32863,-0.26662514
Q03468,4,P24583,-0.27266628
Q03468,5,P25341,-0.28773144
Q03468,6,P40340,-0.28800946
Q03468,7,P40328,-0.301374
Q03468,8,P39955,-0.3054063
Q03468,9,P32562,-0.3061397
Q03468,10,P08018,-0.3101098
Q03468,11,Q12469,-0.31359446
Q03468,12,P38086,-0.31745967
Q03468,13,P53086,-0.31766924
Q03468,14,P38766,-0.31788445
Q03468,15,P22082,-0.31897503
Q03468,16,P07276,-0.31957167
Q03468,17,Q06685,-0.3214501
Q03468,18,P32333,-0.32158378
Q03468,19,P38360,-0.32162192
Q03468,20,P18961,-0.3235949
P56192,1,Q05506,-0.3484704
P56192,2,P25454,-0.3497804
P56192,3,P40558,-0.3648089
P56192,4,P38793,-0.36580268
P56192,5,P41819,-0.36754546
P56192,6,P52920,-0.36907813
P56192,7,P32327,-0.3706134
P56192,8,Q00055,-0.3707433
P56192,9,P07259,-0.37237215
P56192,10,P53088,-0.37281063
P56192,11,P33298,-0.37695855
P56192,12,P07258,-0.37817544
P56192,13,P38238,-0.37901032
P56192,14,P38714,-0.37943387
P56192,15,P11154,-0.3803024
P56192,16,P27697,-0.3804375
P56192,17,P53131,-0.38255152
P56192,18,P52489,-0.3839131
P56192,19,P53070,-0.3861157
P56192,20,P38088,-0.38813922
Q01813,1,P50094,-0.25274786
Q01813,2,P50095,-0.25422916
Q01813,3,P38697,-0.25474003
Q01813,4,P47117,-0.27667102
Q01813,5,Q05506,-0.28110066
Q01813,6,P41940,-0.28182465
Q01813,7,P25694,-0.28440076
Q01813,8,P52489,-0.28503492
Q01813,9,P00549,-0.28558683
Q01813,10,Q03195,-0.28688115
Q01813,11,Q01939,-0.28958127
Q01813,12,P41819,-0.2965759
Q01813,13,P39076,-0.29692608
Q01813,14,P39079,-0.29978234
Q01813,15,P36132,-0.30324805
Q01813,16,Q03532,-0.3037796
Q01813,17,P43619,-0.30587628
Q01813,18,P15180,-0.31053925
Q01813,19,P40413,-0.31124222
Q01813,20,P40558,-0.31162006
P25205,1,Q01939,-0.22567566
P25205,2,P25694,-0.23797798
P25205,3,P52917,-0.26315537
P25205,4,Q03195,-0.26514897
P25205,5,P33297,-0.26557893
P25205,6,P32481,-0.28423867
P25205,7,P40348,-0.2906028
P25205,8,Q03532,-0.29125553
P25205,9,P39076,-0.29138306
P25205,10,P53742,-0.29319793
P25205,11,P33298,-0.29395726
P25205,12,P41819,-0.30023324
P25205,13,P20459,-0.30581516
P25205,14,P13393,-0.30772936
P25205,15,P33299,-0.31445935
P25205,16,P32561,-0.31498444
P25205,17,P12385,-0.3165241
P25205,18,P32598,-0.31755072
P25205,19,P39079,-0.31900182
P25205,20,P25453,-0.3195469
Q93050,1,P39007,-0.27990118
Q93050,2,Q03195,-0.28435227
Q93050,3,P13393,-0.29873505
Q93050,4,P32481,-0.32253405
Q93050,5,P32561,-0.32643872
Q93050,6,P41819,-0.331557
Q93050,7,Q03940,-0.33283862
Q93050,8,P51601,-0.33525044
Q93050,9,P20459,-0.33583584
Q93050,10,P12385,-0.33725783
Q93050,11,P47047,-0.34008834
Q93050,12,P25453,-0.34236413
Q93050,13,P40348,-0.34431008
Q93050,14,P32324,-0.34461033
Q93050,15,P33322,-0.345489
Q93050,16,P39729,-0.34612355
Q93050,17,P38795,-0.34644052
Q93050,18,P53742,-0.3465283
Q93050,19,P21954,-0.347101
Q93050,20,P21801,-0.3502252
O60673,1,Q08562,-0.30667856
O60673,2,P34244,-0.31113932
O60673,3,P34756,-0.3152619
O60673,4,Q12311,-0.3264181
O60673,5,Q03897,-0.32687673
O60673,6,P34218,-0.3407095
O60673,7,Q03306,-0.34219694
O60673,8,Q12236,-0.34386566
O60673,9,P32361,-0.3467346
O60673,10,P53886,-0.34854448
O60673,11,P32644,-0.3576181
O60673,12,P39538,-0.3631556
O60673,13,Q12019,-0.36369842
O60673,14,Q00416,-0.3644124
O60673,15,Q03280,-0.3644431
O60673,16,P25389,-0.36633047
O60673,17,Q03407,-0.37103295
O60673,18,P41833,-0.37713742
O60673,19,Q03656,-0.37918144
O60673,20,P35187,-0.38077182
P62195,1,Q01939,-0.18713404
P62195,2,P25694,-0.27815482
P62195,3,P32598,-0.2818967
P62195,4,P32835,-0.29649484
P62195,5,Q03532,-0.29688686
P62195,6,P33297,-0.29699713
P62195,7,P32836,-0.30029744
P62195,8,P52917,-0.31800056
P62195,9,P19073,-0.33726692
P62195,10,P10081,-0.33877948
P62195,11,P09435,-0.3401712
P62195,12,P41940,-0.34113333
P62195,13,P29311,-0.34803772
P62195,14,Q03195,-0.34930313
P62195,15,P02994,-0.35241097
P62195,16,P00830,-0.35613889
P62195,17,P13393,-0.35719466
