Yeast_STRING_ID	Human_STRING_ID	BitScore
4932.YOR317W	9606.ENSP00000339787	303.9
4932.YBL105C	9606.ENSP00000359552	374.8
4932.YFL002C	9606.ENSP00000238146	362.8
4932.YEL061C	9606.ENSP00000260731	319.7
4932.YGL044C	9606.ENSP00000387996	87.0
4932.YCR014C	9606.ENSP00000359181	103.2
4932.YDL058W	9606.ENSP00000264904	174.1
4932.YNL112W	9606.ENSP00000225792	589.0
4932.YNR012W	9606.ENSP00000346155	305.1
4932.YCR092C	9606.ENSP00000265081	453.8
4932.YER177W	9606.ENSP00000264335	375.9
4932.YER170W	9606.ENSP00000371230	176.8
4932.YPR120C	9606.ENSP00000256442	164.1
4932.YER179W	9606.ENSP00000216024	369.0
4932.YOL090W	9606.ENSP00000233146	705.7
4932.YBL063W	9606.ENSP00000260731	387.1
4932.YCR008W	9606.ENSP00000483424	129.8
4932.YMR061W	9606.ENSP00000315791	211.8
4932.YNL069C	9606.ENSP00000375730	226.1
4932.YKL149C	9606.ENSP00000260803	262.3
4932.YKL116C	9606.ENSP00000411397	124.8
4932.YLR148W	9606.ENSP00000220509	204.9
4932.YPL155C	9606.ENSP00000364864	200.3
4932.YCR094W	9606.ENSP00000230461	211.1
4932.YNR013C	9606.ENSP00000406220	75.1
4932.YEL012W	9606.ENSP00000347836	200.3
4932.YPR119W	9606.ENSP00000288207	214.5
4932.YGL116W	9606.ENSP00000361540	260.8
4932.YFR050C	9606.ENSP00000290541	198.4
4932.YGR133W	9606.ENSP00000261427	80.5
4932.YGL119W	9606.ENSP00000355741	381.7
4932.YML016C	9606.ENSP00000341779	425.2
4932.YLR258W	9606.ENSP00000317904	732.3
4932.YKL095W	9606.ENSP00000262962	116.3
4932.YER003C	9606.ENSP00000318318	295.0
4932.YMR055C	9606.ENSP00000386856	53.5
4932.YML010W	9606.ENSP00000470252	292.0
4932.YGR159C	9606.ENSP00000318195	134.8
4932.YJR123W	9606.ENSP00000472985	288.1
4932.YCL025C	9606.ENSP00000231706	63.2
4932.YCR065W	9606.ENSP00000323880	102.8
4932.YMR201C	9606.ENSP00000364270	81.3
4932.YMR150C	9606.ENSP00000278200	89.4
4932.YDR036C	9606.ENSP00000352706	194.1
4932.YPR086W	9606.ENSP00000359531	184.1
4932.YCR027C	9606.ENSP00000262187	136.0
4932.YGR108W	9606.ENSP00000288207	199.5
4932.YGL035C	9606.ENSP00000489024	79.0
4932.YNL064C	9606.ENSP00000314030	374.8
4932.YPR019W	9606.ENSP00000262105	681.8
4932.YOR136W	9606.ENSP00000299518	357.8
4932.YAR015W	9606.ENSP00000382595	55.1
4932.YKL007W	9606.ENSP00000354947	131.7
4932.YER094C	9606.ENSP00000483688	239.2
4932.YHR190W	9606.ENSP00000491537	313.2
4932.YCR073C	9606.ENSP00000375986	217.6
4932.YGR246C	9606.ENSP00000448387	278.1
4932.YCL039W	9606.ENSP00000498603	92.0
4932.YCR038C	9606.ENSP00000343656	75.1
4932.YHR089C	9606.ENSP00000226796	184.1
4932.YCR033W	9606.ENSP00000384018	99.0
4932.YMR079W	9606.ENSP00000251170	120.2
4932.YGR087C	9606.ENSP00000323811	94.0
4932.YCL057W	9606.ENSP00000304467	448.7
4932.YCL045C	9606.ENSP00000420608	128.6
4932.YMR137C	9606.ENSP00000355185	176.8
4932.YNL113W	9606.ENSP00000302478	113.2
4932.YCL011C	9606.ENSP00000255136	94.7
4932.YPL204W	9606.ENSP00000380044	440.3
4932.YCR037C	9606.ENSP00000279027	80.5
4932.YEL027W	9606.ENSP00000329757	212.6
4932.YKL215C	9606.ENSP00000480476	1219.5
4932.YAL032C	9606.ENSP00000451129	100.5
4932.YCR105W	9606.ENSP00000209668	67.4
4932.YER013W	9606.ENSP00000262415	965.7
4932.YDL230W	9606.ENSP00000467537	139.8
4932.YPL119C	9606.ENSP00000353284	592.4
4932.YDL126C	9606.ENSP00000351777	1179.5
4932.YKL094W	9606.ENSP00000265052	79.7
4932.YDL155W	9606.ENSP00000288207	208.4
4932.YKL117W	9606.ENSP00000482075	60.1
4932.YKL216W	9606.ENSP00000359211	68.6
4932.YCL017C	9606.ENSP00000363205	585.1
4932.YCL024W	9606.ENSP00000310649	279.6
4932.YDR497C	9606.ENSP00000280871	243.8
4932.YKR048C	9606.ENSP00000477538	203.4
4932.YJR005W	9606.ENSP00000350199	296.2
4932.YBR200W	9606.ENSP00000309714	62.8
4932.YML042W	9606.ENSP00000315013	283.9
4932.YOR036W	9606.ENSP00000363054	79.3
4932.YMR309C	9606.ENSP00000332604	264.6
4932.YLL019C	9606.ENSP00000394734	266.2
4932.YDR345C	9606.ENSP00000362469	166.0
4932.YER133W	9606.ENSP00000341779	555.1
4932.YBL007C	9606.ENSP00000309186	53.5
4932.YPL232W	9606.ENSP00000222812	98.2
4932.YLR314C	9606.ENSP00000413507	296.6
4932.YLR403W	9606.ENSP00000283928	66.2
4932.YER172C	9606.ENSP00000317123	1538.1
4932.YPL234C	9606.ENSP00000329757	183.3
4932.YKL120W	9606.ENSP00000464231	194.9
4932.YDR211W	9606.ENSP00000497160	306.2
4932.YGL207W	9606.ENSP00000216297	586.6
4932.YDR323C	9606.ENSP00000253699	68.9
4932.YEL038W	9606.ENSP00000273920	128.6
4932.YBR119W	9606.ENSP00000243563	54.3
4932.YBL009W	9606.ENSP00000325290	53.9
4932.YIL075C	9606.ENSP00000309474	726.9
4932.YJR076C	9606.ENSP00000391311	233.4
4932.YAL015C	9606.ENSP00000219066	179.5
4932.YLR120C	9606.ENSP00000362116	119.0
4932.YAL021C	9606.ENSP00000481893	308.5
4932.YOR038C	9606.ENSP00000263208	89.7
4932.YOR370C	9606.ENSP00000369538	124.0
4932.YKR084C	9606.ENSP00000356811	304.7
4932.YDR285W	9606.ENSP00000400365	56.2
4932.YDR011W	9606.ENSP00000498246	219.5
4932.YPL106C	9606.ENSP00000302961	465.3
4932.YLR397C	9606.ENSP00000274008	578.9
4932.YGL163C	9606.ENSP00000361043	607.1
4932.YMR165C	9606.ENSP00000487971	266.5
4932.YAL030W	9606.ENSP00000418572	80.5
4932.YMR308C	9606.ENSP00000261574	464.5
4932.YDL029W	9606.ENSP00000367220	543.1
4932.YHR107C	9606.ENSP00000494051	255.0
4932.YBL017C	9606.ENSP00000422185	167.2
4932.YDR069C	9606.ENSP00000379721	206.5
4932.YGL169W	9606.ENSP00000362135	61.2
4932.YEL047C	9606.ENSP00000264932	106.3
4932.YLR032W	9606.ENSP00000308944	293.9
4932.YER164W	9606.ENSP00000483667	753.8
4932.YGL200C	9606.ENSP00000262225	109.0
4932.YAL023C	9606.ENSP00000261534	451.1
4932.YAL003W	9606.ENSP00000376055	197.2
4932.YDR075W	9606.ENSP00000279387	412.9
4932.YHR094C	9606.ENSP00000362469	158.3
4932.YDR356W	9606.ENSP00000324532	75.1
4932.YDL078C	9606.ENSP00000327070	251.9
4932.YPR035W	9606.ENSP00000307900	418.7
4932.YPR024W	9606.ENSP00000318480	476.9
4932.YPR111W	9606.ENSP00000373684	248.4
4932.YLL048C	9606.ENSP00000382342	754.6
4932.YOR231W	9606.ENSP00000178640	216.1
4932.YAL016W	9606.ENSP00000311344	490.3
4932.YMR202W	9606.ENSP00000277010	95.1
4932.YBR208C	9606.ENSP00000265594	382.9
4932.YGR175C	9606.ENSP00000265896	302.4
4932.YER166W	9606.ENSP00000284509	687.2
4932.YIL068C	9606.ENSP00000425587	79.3
4932.YPL115C	9606.ENSP00000378611	88.6
4932.YER176W	9606.ENSP00000470142	245.7
4932.YMR207C	9606.ENSP00000483300	1714.1
4932.YLL026W	9606.ENSP00000294053	191.8
4932.YOR194C	9606.ENSP00000452454	73.6
4932.YLR293C	9606.ENSP00000446215	368.2
4932.YEL042W	9606.ENSP00000365840	184.5
4932.YBL008W	9606.ENSP00000263208	230.7
4932.YLR447C	9606.ENSP00000290949	317.0
4932.YLR083C	9606.ENSP00000381104	428.7
4932.YKL079W	9606.ENSP00000307078	147.9
4932.YNL330C	9606.ENSP00000430432	570.5
4932.YIL126W	9606.ENSP00000371638	820.8
4932.YNR043W	9606.ENSP00000301012	348.6
4932.YJL155C	9606.ENSP00000356047	414.5
4932.YBR114W	9606.ENSP00000308944	287.3
4932.YER025W	9606.ENSP00000253039	689.5
4932.YDL208W	9606.ENSP00000274606	141.4
4932.YPL140C	9606.ENSP00000178640	209.9
4932.YJL115W	9606.ENSP00000229595	197.2
4932.YPL175W	9606.ENSP00000369820	387.5
4932.YAL020C	9606.ENSP00000265965	72.0
4932.YPR190C	9606.ENSP00000334564	63.5
4932.YKL212W	9606.ENSP00000497527	274.2
4932.YLR291C	9606.ENSP00000266126	174.9
4932.YJL203W	9606.ENSP00000215793	65.5
4932.YDR311W	9606.ENSP00000265963	76.3
4932.YLR335W	9606.ENSP00000283195	80.1
4932.YLL036C	9606.ENSP00000227524	102.4
4932.YNR032W	9606.ENSP00000279387	370.9
4932.YOR211C	9606.ENSP00000362014	189.5
4932.YNL280C	9606.ENSP00000339883	292.4
4932.YPL029W	9606.ENSP00000352678	304.7
4932.YDR047W	9606.ENSP00000246337	370.2
4932.YNL016W	9606.ENSP00000401371	159.1
4932.YHR092C	9606.ENSP00000362469	164.5
4932.YPL268W	9606.ENSP00000388631	264.2
4932.YPL082C	9606.ENSP00000265990	1175.6
4932.YLR056W	9606.ENSP00000264027	259.6
4932.YBR060C	9606.ENSP00000234296	136.7
4932.YDR410C	9606.ENSP00000343552	181.4
4932.YKL157W	9606.ENSP00000320324	522.7
4932.YBR123C	9606.ENSP00000361180	53.9
4932.YDR385W	9606.ENSP00000307940	1186.4
4932.YIR006C	9606.ENSP00000370719	82.0
4932.YKL040C	9606.ENSP00000387219	142.1
4932.YGL122C	9606.ENSP00000251038	66.6
4932.YGR285C	9606.ENSP00000368565	220.7
4932.YJR063W	9606.ENSP00000331111	73.6
4932.YKL080W	9606.ENSP00000430282	227.6
4932.YBL050W	9606.ENSP00000263354	166.0
4932.YEL041W	9606.ENSP00000367890	239.6
4932.YJL106W	9606.ENSP00000349458	220.3
4932.YBR236C	9606.ENSP00000466111	147.5
4932.YAL019W	9606.ENSP00000351947	449.5
4932.YEL037C	9606.ENSP00000350708	164.9
4932.YER174C	9606.ENSP00000357633	177.9
4932.YKL191W	9606.ENSP00000255108	133.3
4932.YKL058W	9606.ENSP00000379372	88.6
4932.YNL202W	9606.ENSP00000219481	189.9
4932.YNL287W	9606.ENSP00000402346	506.9
4932.YGL191W	9606.ENSP00000229379	60.1
4932.YMR284W	9606.ENSP00000352257	60.1
4932.YEL051W	9606.ENSP00000216442	238.0
4932.YIL150C	9606.ENSP00000418268	69.3
4932.YOR316C	9606.ENSP00000355968	231.5
4932.YGR155W	9606.ENSP00000381231	386.3
4932.YDL168W	9606.ENSP00000296412	482.3
4932.YER173W	9606.ENSP00000426191	86.3
4932.YPR055W	9606.ENSP00000253861	61.6
4932.YFL001W	9606.ENSP00000227474	264.2
4932.YDR518W	9606.ENSP00000300289	178.3
4932.YJL176C	9606.ENSP00000449396	240.4
4932.YDR129C	9606.ENSP00000348163	434.1
4932.YOR270C	9606.ENSP00000264649	632.9
4932.YBL074C	9606.ENSP00000363043	58.5
4932.YBR218C	9606.ENSP00000498994	1249.2
4932.YKL048C	9606.ENSP00000371188	132.5
4932.YHR079C	9606.ENSP00000401445	335.1
4932.YDR519W	9606.ENSP00000378046	124.4
4932.YHR016C	9606.ENSP00000348471	255.0
4932.YMR001C	9606.ENSP00000300093	325.1
4932.YKL035W	9606.ENSP00000338703	514.6
4932.YOR373W	9606.ENSP00000285928	63.2
4932.YAL012W	9606.ENSP00000359976	385.2
4932.YMR224C	9606.ENSP00000325863	402.1
4932.YDR375C	9606.ENSP00000413908	439.9
4932.YKL203C	9606.ENSP00000354558	1880.5
4932.YDR001C	9606.ENSP00000264029	117.1
4932.YAL029C	9606.ENSP00000285039	797.7
4932.YAL017W	9606.ENSP00000351475	192.6
4932.YLR113W	9606.ENSP00000229795	374.8
4932.YGR253C	9606.ENSP00000271308	289.3
4932.YNR017W	9606.ENSP00000464522	61.2
4932.YDR086C	9606.ENSP00000388337	66.2
4932.YKL218C	9606.ENSP00000339435	244.6
4932.YKL140W	9606.ENSP00000337354	177.9
4932.YDL174C	9606.ENSP00000300051	305.4
4932.YKL171W	9606.ENSP00000353846	79.7
4932.YNR003C	9606.ENSP00000366828	111.3
4932.YBL051C	9606.ENSP00000387996	50.4
4932.YKR054C	9606.ENSP00000348965	1939.5
4932.YMR037C	9606.ENSP00000239938	77.8
4932.YDR436W	9606.ENSP00000341779	417.9
4932.YLR175W	9606.ENSP00000358563	620.5
4932.YML028W	9606.ENSP00000301522	268.1
4932.YPL179W	9606.ENSP00000341779	391.3
4932.YKL082C	9606.ENSP00000361092	63.5
4932.YDR404C	9606.ENSP00000301788	148.3
4932.YLR170C	9606.ENSP00000500695	172.9
4932.YKL028W	9606.ENSP00000283875	116.7
4932.YKL010C	9606.ENSP00000373696	350.9
4932.YLR441C	9606.ENSP00000346050	307.8
4932.YKL198C	9606.ENSP00000466477	94.0
4932.YBL064C	9606.ENSP00000342026	198.7
4932.YJR131W	9606.ENSP00000360645	303.5
4932.YKL168C	9606.ENSP00000262891	98.2
4932.YKL067W	9606.ENSP00000376886	203.0
4932.YBR170C	9606.ENSP00000331487	338.6
4932.YLR378C	9606.ENSP00000243253	548.1
4932.YGR082W	9606.ENSP00000355566	59.7
4932.YHR165C	9606.ENSP00000460348	3063.5
4932.YKL088W	9606.ENSP00000343190	144.1
4932.YKR093W	9606.ENSP00000266771	145.2
4932.YGL195W	9606.ENSP00000300648	1023.8
4932.YKL205W	9606.ENSP00000327821	160.2
4932.YKL002W	9606.ENSP00000469240	198.4
4932.YLR168C	9606.ENSP00000348206	107.1
4932.YKL041W	9606.ENSP00000263856	92.4
4932.YOR153W	9606.ENSP00000498246	223.8
4932.YLR188W	9606.ENSP00000355637	458.8
4932.YNL244C	9606.ENSP00000419449	139.0
4932.YNL243W	9606.ENSP00000253083	188.0
4932.YKL154W	9606.ENSP00000418401	70.1
4932.YHL027W	9606.ENSP00000239938	69.3
4932.YDR394W	9606.ENSP00000157812	577.4
4932.YKL193C	9606.ENSP00000234038	237.3
4932.YML027W	9606.ENSP00000355001	54.7
4932.YKR014C	9606.ENSP00000447053	193.7
4932.YLR399C	9606.ENSP00000387822	175.6
4932.YKL026C	9606.ENSP00000354677	106.7
4932.YKL161C	9606.ENSP00000311005	278.1
4932.YKR056W	9606.ENSP00000395738	79.3
4932.YBL058W	9606.ENSP00000418529	139.0
4932.YPR163C	9606.ENSP00000388806	58.2
4932.YKL009W	9606.ENSP00000364320	166.8
4932.YLL008W	9606.ENSP00000483495	427.6
4932.YDL095W	9606.ENSP00000261534	346.3
4932.YNL001W	9606.ENSP00000274311	255.8
4932.YMR190C	9606.ENSP00000347232	434.5
4932.YKL012W	9606.ENSP00000448073	145.2
4932.YKL165C	9606.ENSP00000492233	578.9
4932.YJL187C	9606.ENSP00000262300	126.3
4932.YBR155W	9606.ENSP00000360329	93.6
4932.YER008C	9606.ENSP00000301067	68.9
4932.YOR184W	9606.ENSP00000365773	276.2
4932.YGR214W	9606.ENSP00000389351	283.5
4932.YER100W	9606.ENSP00000383719	188.3
4932.YBR172C	9606.ENSP00000387170	58.2
4932.YKL062W	9606.ENSP00000318057	73.9
4932.YKL181W	9606.ENSP00000361512	275.4
4932.YKL172W	9606.ENSP00000407323	118.2
4932.YFL008W	9606.ENSP00000323421	515.0
4932.YKL156W	9606.ENSP00000499044	124.4
4932.YKL101W	9606.ENSP00000310649	308.9
4932.YDR430C	9606.ENSP00000370377	614.4
4932.YOR237W	9606.ENSP00000412733	128.3
4932.YKL099C	9606.ENSP00000362105	107.5
4932.YFR019W	9606.ENSP00000264380	453.4
4932.YKL144C	9606.ENSP00000347345	173.7
4932.YKR017C	9606.ENSP00000369217	242.3
4932.YBL060W	9606.ENSP00000297044	51.6
4932.YBL047C	9606.ENSP00000360798	144.1
4932.YBR002C	9606.ENSP00000353104	191.4
4932.YKL127W	9606.ENSP00000360124	532.3
4932.YOL069W	9606.ENSP00000271452	51.2
4932.YKL145W	9606.ENSP00000391211	670.6
4932.YKR072C	9606.ENSP00000343190	141.7
4932.YDL226C	9606.ENSP00000314615	127.1
4932.YKL201C	9606.ENSP00000405012	65.9
4932.YGR047C	9606.ENSP00000263956	154.5
4932.YKL049C	9606.ENSP00000333277	137.9
4932.YKL129C	9606.ENSP00000494550	761.1
4932.YKL018W	9606.ENSP00000296490	174.5
4932.YOR117W	9606.ENSP00000481029	617.1
4932.YDL051W	9606.ENSP00000422626	72.0
4932.YKL029C	9606.ENSP00000358719	362.8
4932.YDR099W	9606.ENSP00000264335	382.1
4932.YPL129W	9606.ENSP00000369695	63.5
4932.YML001W	9606.ENSP00000265062	255.8
4932.YKL213C	9606.ENSP00000380460	334.7
4932.YKL086W	9606.ENSP00000371388	66.2
4932.YKL135C	9606.ENSP00000483185	451.8
4932.YKL078W	9606.ENSP00000262415	469.9
4932.YPL145C	9606.ENSP00000412733	139.8
4932.YKL188C	9606.ENSP00000310688	347.4
4932.YDR244W	9606.ENSP00000391601	193.4
4932.YKL173W	9606.ENSP00000392094	540.4
4932.YDL052C	9606.ENSP00000378877	142.9
4932.YBR252W	9606.ENSP00000370376	154.8
4932.YDL240W	9606.ENSP00000378332	89.4
4932.YNL329C	9606.ENSP00000303511	386.7
4932.YGR063C	9606.ENSP00000225504	89.0
4932.YKL150W	9606.ENSP00000437041	158.3
4932.YJL154C	9606.ENSP00000299138	426.0
4932.YKL195W	9606.ENSP00000295767	102.1
4932.YGL238W	9606.ENSP00000262982	590.1
4932.YOR327C	9606.ENSP00000236192	81.3
4932.YBL061C	9606.ENSP00000367312	64.7
4932.YKL092C	9606.ENSP00000356621	126.7
4932.YKL006W	9606.ENSP00000379506	109.4
4932.YBL052C	9606.ENSP00000340330	263.8
4932.YBL004W	9606.ENSP00000261637	505.0
4932.YFR002W	9606.ENSP00000310668	216.9
4932.YBR081C	9606.ENSP00000383428	66.2
4932.YFL016C	9606.ENSP00000262375	186.4
4932.YAR042W	9606.ENSP00000263847	307.0
4932.YOR089C	9606.ENSP00000353444	215.7
4932.YKL059C	9606.ENSP00000317872	159.5
4932.YEL002C	9606.ENSP00000399457	120.6
4932.YMR125W	9606.ENSP00000364289	83.6
4932.YKL196C	9606.ENSP00000223369	197.2
4932.YJR066W	9606.ENSP00000354558	1787.3
4932.YHR148W	9606.ENSP00000326981	203.4
4932.YKL056C	9606.ENSP00000477781	139.8
4932.YGL208W	9606.ENSP00000254101	107.1
4932.YKL073W	9606.ENSP00000480150	217.6
4932.YPL174C	9606.ENSP00000479322	78.6
4932.YDR292C	9606.ENSP00000328023	283.1
4932.YER068W	9606.ENSP00000445508	228.4
4932.YBL056W	9606.ENSP00000282412	167.9
4932.YKL025C	9606.ENSP00000370345	198.7
4932.YKL134C	9606.ENSP00000371607	358.6
4932.YLR398C	9606.ENSP00000364543	751.9
4932.YDR258C	9606.ENSP00000294053	203.0
4932.YDL006W	9606.ENSP00000282412	139.0
4932.YKL017C	9606.ENSP00000255078	378.6
4932.YHL015W	9606.ENSP00000429374	127.5
4932.YBR017C	9606.ENSP00000336712	459.1
4932.YMR120C	9606.ENSP00000236959	746.5
4932.YOR232W	9606.ENSP00000264954	113.6
4932.YBR069C	9606.ENSP00000231706	62.0
4932.YBR187W	9606.ENSP00000370736	170.6
4932.YBR244W	9606.ENSP00000346103	126.7
4932.YBR281C	9606.ENSP00000351682	219.5
4932.YBR035C	9606.ENSP00000493302	146.0
4932.YHR082C	9606.ENSP00000483424	97.1
4932.YBR029C	9606.ENSP00000295887	287.3
4932.YBR182C	9606.ENSP00000453095	89.7
4932.YBR159W	9606.ENSP00000278353	159.5
4932.YKR031C	9606.ENSP00000263088	417.5
4932.YBR121C	9606.ENSP00000373918	619.0
4932.YBR041W	9606.ENSP00000267842	293.9
4932.YBR265W	9606.ENSP00000494352	75.9
4932.YKR058W	9606.ENSP00000370555	124.0
4932.YBL024W	9606.ENSP00000264670	438.3
4932.YMR139W	9606.ENSP00000222330	374.0
4932.YBR133C	9606.ENSP00000319169	243.8
4932.YBR295W	9606.ENSP00000242839	318.5
4932.YHL003C	9606.ENSP00000271688	72.8
4932.YBR059C	9606.ENSP00000334836	208.0
4932.YNL053W	9606.ENSP00000355866	77.4
4932.YBR235W	9606.ENSP00000275730	407.5
4932.YBR257W	9606.ENSP00000465213	70.1
4932.YHL019C	9606.ENSP00000465685	142.1
4932.YOR123C	9606.ENSP00000299601	109.8
4932.YHR046C	9606.ENSP00000408526	158.7
4932.YKR063C	9606.ENSP00000363944	74.3
4932.YHR096C	9606.ENSP00000280871	168.3
4932.YHR102W	9606.ENSP00000365730	284.6
4932.YBR086C	9606.ENSP00000292246	53.1
4932.YBL022C	9606.ENSP00000353826	788.9
4932.YBL084C	9606.ENSP00000434614	271.9
4932.YKR071C	9606.ENSP00000377914	85.5
4932.YHL011C	9606.ENSP00000361512	402.5
4932.YHR216W	9606.ENSP00000345096	648.3
4932.YBR149W	9606.ENSP00000352584	192.2
4932.YBR006W	9606.ENSP00000314649	456.8
4932.YBR177C	9606.ENSP00000326491	117.9
4932.YBR201W	9606.ENSP00000384744	50.4
4932.YJL001W	9606.ENSP00000270586	238.4
4932.YBR280C	9606.ENSP00000261609	52.8
4932.YHR129C	9606.ENSP00000289228	394.8
4932.YHR073W	9606.ENSP00000007414	237.7
4932.YBR105C	9606.ENSP00000268719	96.3
4932.YER031C	9606.ENSP00000333547	275.4
4932.YIL043C	9606.ENSP00000437041	184.5
4932.YBR217W	9606.ENSP00000425107	58.9
4932.YBR175W	9606.ENSP00000351446	158.7
4932.YBR261C	9606.ENSP00000483489	154.5
4932.YJR103W	9606.ENSP00000497744	664.5
4932.YBL032W	9606.ENSP00000383168	77.8
4932.YBR028C	9606.ENSP00000225577	246.9
4932.YHR065C	9606.ENSP00000350698	469.9
4932.YBR087W	9606.ENSP00000369411	297.0
4932.YPR041W	9606.ENSP00000216554	270.0
4932.YBR039W	9606.ENSP00000349142	196.1
4932.YBR026C	9606.ENSP00000263702	192.6
4932.YBR246W	9606.ENSP00000277540	74.3
4932.YKR028W	9606.ENSP00000478417	84.7
4932.YMR054W	9606.ENSP00000264649	536.6
4932.YLR337C	9606.ENSP00000320924	78.6
4932.YEL058W	9606.ENSP00000425809	407.5
4932.YBR260C	9606.ENSP00000499232	109.8
4932.YBR183W	9606.ENSP00000434480	145.2
4932.YBR073W	9606.ENSP00000336606	461.1
4932.YBR158W	9606.ENSP00000281471	59.3
4932.YBL026W	9606.ENSP00000364813	128.3
4932.YLR109W	9606.ENSP00000265462	61.6
4932.YBR229C	9606.ENSP00000340466	572.4
4932.YJR040W	9606.ENSP00000365256	377.1
4932.YBR198C	9606.ENSP00000358854	390.6
4932.YBR202W	9606.ENSP00000307288	660.2
4932.YBR234C	9606.ENSP00000262942	242.7
4932.YBR245C	9606.ENSP00000360162	943.7
4932.YBR288C	9606.ENSP00000428787	68.2
4932.YBR267W	9606.ENSP00000310042	168.3
4932.YHR021C	9606.ENSP00000499044	124.8
4932.YBL098W	9606.ENSP00000355517	289.3
4932.YBR296C	9606.ENSP00000272542	245.4
4932.YBR079C	9606.ENSP00000358140	305.8
4932.YBL091C	9606.ENSP00000325312	429.9
4932.YBR070C	9606.ENSP00000359224	95.5
4932.YBR254C	9606.ENSP00000392495	102.1
4932.YBL103C	9606.ENSP00000265440	59.7
4932.YBR279W	9606.ENSP00000221265	54.7
4932.YBL078C	9606.ENSP00000037243	142.5
4932.YBR058C	9606.ENSP00000229268	297.4
4932.YPR025C	9606.ENSP00000498750	111.3
4932.YLR305C	9606.ENSP00000255882	516.9
4932.YBR263W	9606.ENSP00000333667	527.3
4932.YKR038C	9606.ENSP00000206542	434.1
4932.YBR103W	9606.ENSP00000405574	171.4
4932.YBR147W	9606.ENSP00000364295	89.0
4932.YBR222C	9606.ENSP00000479130	169.1
4932.YGL127C	9606.ENSP00000225728	66.2
4932.YBL068W	9606.ENSP00000361512	407.5
4932.YBL019W	9606.ENSP00000364126	158.3
4932.YBR247C	9606.ENSP00000230340	302.8
4932.YBR228W	9606.ENSP00000251303	91.3
4932.YNL290W	9606.ENSP00000408295	345.5
4932.YHR006W	9606.ENSP00000315505	50.4
4932.YGL158W	9606.ENSP00000009105	203.8
4932.YBR068C	9606.ENSP00000370128	60.1
4932.YBL035C	9606.ENSP00000265465	152.5
4932.YBR164C	9606.ENSP00000261636	247.7
4932.YBL085W	9606.ENSP00000499846	61.6
4932.YMR116C	9606.ENSP00000426909	347.4
4932.YBR227C	9606.ENSP00000300107	294.3
4932.YBR192W	9606.ENSP00000320688	231.9
4932.YKR068C	9606.ENSP00000480332	194.9
4932.YBR283C	9606.ENSP00000243253	238.8
4932.YMR105C	9606.ENSP00000360124	553.5
4932.YBR034C	9606.ENSP00000406162	334.3
4932.YPL043W	9606.ENSP00000223073	209.5
4932.YBR264C	9606.ENSP00000447053	123.6
4932.YOR217W	9606.ENSP00000371321	427.6
4932.YBR276C	9606.ENSP00000298573	71.2
4932.YBL097W	9606.ENSP00000240423	114.8
4932.YKR087C	9606.ENSP00000360270	125.9
4932.YBL079W	9606.ENSP00000231498	221.9
4932.YHR104W	9606.ENSP00000361140	226.9
4932.YBR044C	9606.ENSP00000340019	60.5
4932.YHR072W	9606.ENSP00000380837	544.7
4932.YBR102C	9606.ENSP00000355605	52.4
4932.YKR081C	9606.ENSP00000402338	233.4
4932.YBR274W	9606.ENSP00000391090	144.1
4932.YKR036C	9606.ENSP00000474725	107.8
4932.YBR223C	9606.ENSP00000337353	82.8
4932.YBR136W	9606.ENSP00000343741	411.0
4932.YBR142W	9606.ENSP00000481495	259.6
4932.YGR185C	9606.ENSP00000362576	409.8
4932.YLR248W	9606.ENSP00000009105	178.7
4932.YKR029C	9606.ENSP00000376204	68.9
4932.YPL210C	9606.ENSP00000495128	78.6
4932.YBL088C	9606.ENSP00000278616	355.5
4932.YKR051W	9606.ENSP00000296582	123.2
4932.YBR061C	9606.ENSP00000326948	283.9
4932.YBR139W	9606.ENSP00000361562	189.9
4932.YBR074W	9606.ENSP00000340427	95.1
4932.YOL122C	9606.ENSP00000378364	201.1
4932.YAL026C	9606.ENSP00000371084	1015.0
4932.YEL056W	9606.ENSP00000362592	274.6
4932.YOR127W	9606.ENSP00000310561	97.1
4932.YHR001W	9606.ENSP00000263650	231.1
4932.YHR119W	9606.ENSP00000262519	218.4
4932.YHR058C	9606.ENSP00000481920	84.3
4932.YHR064C	9606.ENSP00000310219	213.4
4932.YMR260C	9606.ENSP00000368927	183.7
4932.YHR099W	9606.ENSP00000352925	1350.5
4932.YHR108W	9606.ENSP00000438085	89.0
4932.YDR343C	9606.ENSP00000320935	167.5
4932.YOR039W	9606.ENSP00000365042	203.8
4932.YMR167W	9606.ENSP00000231790	503.1
4932.YDR484W	9606.ENSP00000409952	100.5
4932.YER155C	9606.ENSP00000403323	121.7
4932.YPL042C	9606.ENSP00000370938	258.8
4932.YHR090C	9606.ENSP00000380024	92.8
4932.YHR186C	9606.ENSP00000307272	769.6
4932.YDR388W	9606.ENSP00000288235	66.2
4932.YHR062C	9606.ENSP00000389182	100.9
4932.YHR069C	9606.ENSP00000361433	218.4
4932.YHR181W	9606.ENSP00000272438	124.8
4932.YPL209C	9606.ENSP00000302898	285.4
4932.YEL055C	9606.ENSP00000370968	65.9
4932.YER125W	9606.ENSP00000383199	578.9
4932.YLR088W	9606.ENSP00000347206	164.1
4932.YHR171W	9606.ENSP00000346437	423.3
4932.YER017C	9606.ENSP00000269143	671.4
4932.YHR004C	9606.ENSP00000460683	157.1
